movie_title,Title_URL,image_url,movie_url,release_year,certificate,time,genre,stars,Score,description,director_url,director_name,cast_url1,cast1,cast_url2,cast2,cast_url3,cast3,cast_url4,cast4,votes
An Unexpected Christmas,https://www.imdb.com/title/tt15766640/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021 TV Movie),TV-G,83 min,Romance,6.9,,Emily works at an ad agency and is sent to her ex's hometown before Christmas. She arrives at the train station as her ex is picked up by his family. They mistakenly think Emily's still an item.,https://www.imdb.com/name/nm0733227/?ref_=kw_li_dr_0,Michael Robison,https://www.imdb.com/name/nm0405281/?ref_=kw_li_st_0,Tyler Hynes,https://www.imdb.com/name/nm0502342/?ref_=kw_li_st_1,Bethany Joy Lenz,https://www.imdb.com/name/nm3004926/?ref_=kw_li_st_2,Alison Wandzura,https://www.imdb.com/name/nm0007155/?ref_=kw_li_st_3,Lynda Boyd,"1,909"
Finding Father Christmas,https://www.imdb.com/title/tt6245488/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,84 min,"Drama, Romance",6.8,,"Raised by her mother, but orphaned at a young age at Christmas, Miranda finds a clue that will take her to the truth about her father. Along the way, she finds romance and rekindles her Christmas spirit.",https://www.imdb.com/name/nm0409036/?ref_=kw_li_dr_0,Terry Ingram,https://www.imdb.com/name/nm4003706/?ref_=kw_li_st_0,Erin Krakow,https://www.imdb.com/name/nm2473076/?ref_=kw_li_st_1,Niall Matter,https://www.imdb.com/name/nm0425927/?ref_=kw_li_st_2,P. Lynn Johnson,https://www.imdb.com/name/nm0465959/?ref_=kw_li_st_3,Michael Kopsa,"2,311"
A California Christmas,https://www.imdb.com/title/tt13055780/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),PG-13,106 min,"Comedy, Drama, Romance",5.8,,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",https://www.imdb.com/name/nm1626854/?ref_=kw_li_dr_0,Shaun Paul Piccinino,https://www.imdb.com/name/nm4549519/?ref_=kw_li_st_0,Lauren Swickard,https://www.imdb.com/name/nm6999240/?ref_=kw_li_st_1,Josh Swickard,https://www.imdb.com/name/nm0230058/?ref_=kw_li_st_2,Ali Afshar,https://www.imdb.com/name/nm2980031/?ref_=kw_li_st_3,David Del Rio,"10,007"
The Christmas Doctor,https://www.imdb.com/title/tt13341408/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),,84 min,"Drama, Romance",6.9,,A travelling locum doctor finds love and a home at her latest assignment in Willowbrook,https://www.imdb.com/name/nm0265422/?ref_=kw_li_dr_0,Kevin Fair,https://www.imdb.com/name/nm0005372/?ref_=kw_li_st_0,Holly Robinson Peete,https://www.imdb.com/name/nm0391738/?ref_=kw_li_st_1,Adrian Holmes,https://www.imdb.com/name/nm0376436/?ref_=kw_li_st_2,Fred Henderson,https://www.imdb.com/name/nm1127522/?ref_=kw_li_st_3,Bronwen Smith,759
Sleigh Bells Ring,https://www.imdb.com/title/tt6349282/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,82 min,"Comedy, Family, Romance",6.3,,A busy single mom tasked with organizing her city's Christmas parade discovers an antique sleigh which seems to have a mind of its own.,https://www.imdb.com/name/nm0333239/?ref_=kw_li_dr_0,Marita Grabiak,https://www.imdb.com/name/nm0128657/?ref_=kw_li_st_0,Erin Cahill,https://www.imdb.com/name/nm0022351/?ref_=kw_li_st_1,David Alpay,https://www.imdb.com/name/nm4974217/?ref_=kw_li_st_2,Dakota Guppy,https://www.imdb.com/name/nm3200304/?ref_=kw_li_st_3,Jenna Romanin,"1,346"
A Veteran's Christmas,https://www.imdb.com/title/tt9103602/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,84 min,"Drama, Romance",6.9,,"After receiving an honorable discharge, a former Marine suffers a minor car accident which strands her in a small town for the Christmas season.",https://www.imdb.com/name/nm0419865/?ref_=kw_li_dr_0,Mark Jean,https://www.imdb.com/name/nm0267511/?ref_=kw_li_st_0,Sean Faris,https://www.imdb.com/name/nm3037833/?ref_=kw_li_st_1,Eloise Mumford,https://www.imdb.com/name/nm0519101/?ref_=kw_li_st_2,Mary Long,https://www.imdb.com/name/nm2569267/?ref_=kw_li_st_3,Amanda Lisman,"1,979"
The Princess Switch 3,https://www.imdb.com/title/tt14731142/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021),TV-PG,106 min,"Comedy, Drama, Family",5.5,,"When a priceless relic is stolen, Queen Margaret and Princess Stacy enlist the help of Margaret's cousin Fiona teams with a man from her past to retrieve it, with romance and resulting in a very unexpected switch.",https://www.imdb.com/name/nm0737517/?ref_=kw_li_dr_0,Mike Rohl,https://www.imdb.com/name/nm1227814/?ref_=kw_li_st_0,Vanessa Hudgens,https://www.imdb.com/name/nm3600780/?ref_=kw_li_st_1,Remy Hii,https://www.imdb.com/name/nm4112253/?ref_=kw_li_st_2,Sam Palladio,https://www.imdb.com/name/nm2964642/?ref_=kw_li_st_3,Nick Sagar,"6,022"
Engaging Father Christmas,https://www.imdb.com/title/tt6958760/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,88 min,"Drama, Romance",6.7,,"This Christmas promises to be the best of Miranda Chester's life. She has returned to the beautiful New England town of Carlton Heath, where last year she found love with Ian McAndrick and she is among the family she never knew she had.",https://www.imdb.com/name/nm0003941/?ref_=kw_li_dr_0,David Winning,https://www.imdb.com/name/nm4003706/?ref_=kw_li_st_0,Erin Krakow,https://www.imdb.com/name/nm2473076/?ref_=kw_li_st_1,Niall Matter,https://www.imdb.com/name/nm0005176/?ref_=kw_li_st_2,Wendie Malick,https://www.imdb.com/name/nm0425927/?ref_=kw_li_st_3,P. Lynn Johnson,"1,569"
Five Star Christmas,https://www.imdb.com/title/tt13320784/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,84 min,"Comedy, Romance",7.0,,"When a travel writer shows up unexpectedly at their dad's Bed and Breakfast, the Ralston family all pretend to be guests in hopes of a good review. Lucy (Bethany Joy Lenz) falls for guest Jake (Victor Webster), but can't share her secret.",https://www.imdb.com/name/nm1592228/?ref_=kw_li_dr_0,Christie Will Wolf,https://www.imdb.com/name/nm0502342/?ref_=kw_li_st_0,Bethany Joy Lenz,https://www.imdb.com/name/nm0005543/?ref_=kw_li_st_1,Victor Webster,https://www.imdb.com/name/nm0936288/?ref_=kw_li_st_2,Robert Wisden,https://www.imdb.com/name/nm0813619/?ref_=kw_li_st_3,Laura Soltis,"2,003"
Once Upon a Main Street,https://www.imdb.com/title/tt13064420/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-PG,87 min,"Comedy, Drama, Romance",6.3,,"Amelia, who wants to open a year-round Christmas store, bids for a shop lot against Vic, who wants to open a chocolate shop. Rivalry becomes romance when they must work together.",https://www.imdb.com/name/nm0237164/?ref_=kw_li_dr_0,Polly Draper,https://www.imdb.com/name/nm0591373/?ref_=kw_li_st_0,Vanessa Lachey,https://www.imdb.com/name/nm0574131/?ref_=kw_li_st_1,Ryan McPartlin,https://www.imdb.com/name/nm0237164/?ref_=kw_li_st_2,Polly Draper,https://www.imdb.com/name/nm1956106/?ref_=kw_li_st_3,Scott Takeda,612
Christmas with a View,https://www.imdb.com/title/tt8041006/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,91 min,"Drama, Romance",5.2,,Secret aspirations between a failed restaurateur and a celebrity chef threaten their blossoming Christmas romance.,https://www.imdb.com/name/nm3452373/?ref_=kw_li_dr_0,Justin G. Dyck,https://www.imdb.com/name/nm3037446/?ref_=kw_li_st_0,Kaitlyn Leeb,https://www.imdb.com/name/nm3352293/?ref_=kw_li_st_1,Scott Cavalheiro,https://www.imdb.com/name/nm2419177/?ref_=kw_li_st_2,Mark Ghanimé,https://www.imdb.com/name/nm8087053/?ref_=kw_li_st_3,Kristen Kurnik,"4,653"
The Christmas Cottage,https://www.imdb.com/title/tt5997848/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,90 min,"Comedy, Drama, Romance",6.3,,"While helping to organize her best friend's Christmas wedding, a successful designer reconnects with an old flame.",https://www.imdb.com/name/nm0442237/?ref_=kw_li_dr_0,Paul A. Kaufman,https://www.imdb.com/name/nm2278896/?ref_=kw_li_st_0,Merritt Patterson,https://www.imdb.com/name/nm4328352/?ref_=kw_li_st_1,Steve Lund,https://www.imdb.com/name/nm1243009/?ref_=kw_li_st_2,Brittney Wilson,https://www.imdb.com/name/nm3527541/?ref_=kw_li_st_3,Victor Zinck Jr.,"2,052"
A Shoe Addict's Christmas,https://www.imdb.com/title/tt8634202/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,85 min,"Fantasy, Romance",6.6,,Noelle's life stopped when her boyfriend broke up with her on Christmas Eve three years ago. A handsome fireman moves in above her. She gets locked in at work in a department store all alone save the ghost of Christmas past.,https://www.imdb.com/name/nm0733227/?ref_=kw_li_dr_0,Michael Robison,https://www.imdb.com/name/nm0121026/?ref_=kw_li_st_0,Candace Cameron Bure,https://www.imdb.com/name/nm1682832/?ref_=kw_li_st_1,Luke Macfarlane,https://www.imdb.com/name/nm0005443/?ref_=kw_li_st_2,Jean Smart,https://www.imdb.com/name/nm2476500/?ref_=kw_li_st_3,Tenika Davis,"2,537"
The Christmas House,https://www.imdb.com/title/tt12950902/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,84 min,"Drama, Romance",6.0,,"Working through some difficult decisions, a mother and father summon their two grown sons home for the holidays.",https://www.imdb.com/name/nm0343687/?ref_=kw_li_dr_0,Michael Grossman,https://www.imdb.com/name/nm0118682/?ref_=kw_li_st_0,Robert Buckley,https://www.imdb.com/name/nm3065524/?ref_=kw_li_st_1,Ana Ayora,https://www.imdb.com/name/nm0001852/?ref_=kw_li_st_2,Treat Williams,https://www.imdb.com/name/nm0005130/?ref_=kw_li_st_3,Sharon Lawrence,"2,014"
Unlocking Christmas,https://www.imdb.com/title/tt13246926/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,85 min,"Mystery, Romance",6.4,,"When a mysterious key and a holiday riddle arrive on their doorsteps, Kate and Kevin embark on a Christmas romance adventure they'll never forget.",https://www.imdb.com/name/nm0564260/?ref_=kw_li_dr_0,Don McBrearty,https://www.imdb.com/name/nm1543157/?ref_=kw_li_st_0,Taylor Cole,https://www.imdb.com/name/nm4328352/?ref_=kw_li_st_1,Steve Lund,https://www.imdb.com/name/nm3177717/?ref_=kw_li_st_2,Elena Juatco,https://www.imdb.com/name/nm2181745/?ref_=kw_li_st_3,Darryl Hinds,"1,033"
The Princess Switch,https://www.imdb.com/title/tt8954732/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018),TV-PG,101 min,"Comedy, Drama, Family",6.0,,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",https://www.imdb.com/name/nm0737517/?ref_=kw_li_dr_0,Mike Rohl,https://www.imdb.com/name/nm1227814/?ref_=kw_li_st_0,Vanessa Hudgens,https://www.imdb.com/name/nm4112253/?ref_=kw_li_st_1,Sam Palladio,https://www.imdb.com/name/nm2964642/?ref_=kw_li_st_2,Nick Sagar,https://www.imdb.com/name/nm10238213/?ref_=kw_li_st_3,Alexa Adeosun,"28,303"
Bad Santa 2,https://www.imdb.com/title/tt1798603/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016),R,92 min,"Comedy, Crime, Drama",5.6,"38        
        Metascore","Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",https://www.imdb.com/name/nm0914132/?ref_=kw_li_dr_0,Mark Waters,https://www.imdb.com/name/nm0000671/?ref_=kw_li_st_0,Billy Bob Thornton,https://www.imdb.com/name/nm0000870/?ref_=kw_li_st_1,Kathy Bates,https://www.imdb.com/name/nm0185272/?ref_=kw_li_st_2,Tony Cox,https://www.imdb.com/name/nm0376716/?ref_=kw_li_st_3,Christina Hendricks,"25,825"
Holly & Ivy,https://www.imdb.com/title/tt13356246/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,85 min,"Drama, Family, Romance",7.1,,A contractor helps a woman renovate a house so she can adopt a sick neighbor's two children.,https://www.imdb.com/name/nm1827614/?ref_=kw_li_dr_0,Erica Dunton,https://www.imdb.com/name/nm0663546/?ref_=kw_li_st_0,Janel Parrish,https://www.imdb.com/name/nm2921091/?ref_=kw_li_st_1,Jeremy Jordan,https://www.imdb.com/name/nm0629653/?ref_=kw_li_st_2,Marisol Nichols,https://www.imdb.com/name/nm11706035/?ref_=kw_li_st_3,Sadie Coleman,"1,133"
Candy Coated Christmas,https://www.imdb.com/title/tt15302344/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021),,83 min,"Comedy, Romance",5.9,,"A rich L.A. marketing executive heads to a small town during the Christmas season to arrange for the sale of a property she owns, unbeknownst to her tenants.",https://www.imdb.com/name/nm0437802/?ref_=kw_li_dr_0,Ellie Kanner,https://www.imdb.com/name/nm2337445/?ref_=kw_li_st_0,Molly McCook,https://www.imdb.com/name/nm3093351/?ref_=kw_li_st_1,Aaron O'Connell,https://www.imdb.com/name/nm0307600/?ref_=kw_li_st_2,Lee Garlington,https://www.imdb.com/name/nm9557931/?ref_=kw_li_st_3,Landry Townsend,311
Christmas Joy,https://www.imdb.com/title/tt8587650/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,84 min,"Family, Romance",6.4,,"Joy Holbrook is a market researcher about to get a sweet promotion just in time for the holidays. But she receives an urgent phone call from home and rushes back to help her Aunt recover from surgery, reuniting with her former crush, Ben.",https://www.imdb.com/name/nm0593618/?ref_=kw_li_dr_0,Monika Mitchell,https://www.imdb.com/name/nm1263939/?ref_=kw_li_st_0,Danielle Panabaker,https://www.imdb.com/name/nm1668265/?ref_=kw_li_st_1,Matt Long,https://www.imdb.com/name/nm0910295/?ref_=kw_li_st_2,Lucia Walters,https://www.imdb.com/name/nm0254379/?ref_=kw_li_st_3,Beverley Elliott,"1,838"
Christmas Wishes and Mistletoe Kisses,https://www.imdb.com/title/tt10136898/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),TV-G,84 min,"Drama, Family, Romance",6.5,,An interior designer is hired to decorate a lavish mansion over the Christmas season.,https://www.imdb.com/name/nm2411321/?ref_=kw_li_dr_0,D.J. Viola,https://www.imdb.com/name/nm1489978/?ref_=kw_li_st_0,Jill Wagner,https://www.imdb.com/name/nm0205127/?ref_=kw_li_st_1,Matthew Davis,https://www.imdb.com/name/nm0703778/?ref_=kw_li_st_2,Brandon Quinn,https://www.imdb.com/name/nm0005234/?ref_=kw_li_st_3,Donna Mills,"1,604"
A Christmas Movie Christmas,https://www.imdb.com/title/tt11096888/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),Unrated,85 min,"Comedy, Fantasy, Romance",5.6,,"Following a Christmas Eve wish to Santa, two sisters wake up inside a Christmas movie.",https://www.imdb.com/name/nm1435762/?ref_=kw_li_dr_0,Brian Herzlinger,https://www.imdb.com/name/nm2301213/?ref_=kw_li_st_0,Brant Daugherty,https://www.imdb.com/name/nm0572001/?ref_=kw_li_st_1,Lana McKissack,https://www.imdb.com/name/nm2583683/?ref_=kw_li_st_2,Kimberly Daugherty,https://www.imdb.com/name/nm0581365/?ref_=kw_li_st_3,Ryan Merriman,"1,252"
A Godwink Christmas: Meant for Love,https://www.imdb.com/title/tt10926350/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),Not Rated,85 min,"Drama, Romance",6.9,,"Is it divine intervention/Godwink, coincidences or a meddling mom, when Alice, managing the family clothing store, and Jack, medical sales, keep bumping into each other before Christmas?",https://www.imdb.com/name/nm0956484/?ref_=kw_li_dr_0,Paul Ziller,https://www.imdb.com/name/nm1223545/?ref_=kw_li_st_0,Cindy Busby,https://www.imdb.com/name/nm2618951/?ref_=kw_li_st_1,Benjamin Hollingsworth,https://www.imdb.com/name/nm0317537/?ref_=kw_li_st_2,Kathie Lee Gifford,https://www.imdb.com/name/nm3614878/?ref_=kw_li_st_3,Hilary Jardine,"1,517"
Making Spirits Bright,https://www.imdb.com/title/tt15102772/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021 TV Movie),TV-G,84 min,"Drama, Romance",6.2,,Grace and Tony are from two separate families who are in the business of decorating homes for Christmas. Unfortunately they have also been in feud for as long as anyone can remember. But ...                See full summary »,https://www.imdb.com/name/nm0073397/?ref_=kw_li_dr_0,David Bercovici-Artieda,https://www.imdb.com/name/nm1543157/?ref_=kw_li_st_0,Taylor Cole,https://www.imdb.com/name/nm2473790/?ref_=kw_li_st_1,Carlo Marks,https://www.imdb.com/name/nm4719702/?ref_=kw_li_st_2,Sarah Surh,https://www.imdb.com/name/nm0144307/?ref_=kw_li_st_3,John Cassini,668
Dear Christmas,https://www.imdb.com/title/tt12997976/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,86 min,"Comedy, Drama, Romance",6.0,,"Natalie has a hit podcast based on love, but she isn't so expert at finding it herself until Chris Massey enters her life and shakes things up. Not to mention his name.",https://www.imdb.com/name/nm2672860/?ref_=kw_li_dr_0,Emily Moss Wilson,https://www.imdb.com/name/nm0004997/?ref_=kw_li_st_0,Melissa Joan Hart,https://www.imdb.com/name/nm0000893/?ref_=kw_li_st_1,Ed Begley Jr.,https://www.imdb.com/name/nm0697650/?ref_=kw_li_st_2,Faith Prince,https://www.imdb.com/name/nm1764351/?ref_=kw_li_st_3,Nicky Whelan,"1,201"
Marrying Father Christmas,https://www.imdb.com/title/tt8022676/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,85 min,"Drama, Mystery, Romance",6.3,,"When Miranda Chester set off to find information on her biological father two Christmases ago, she never imagined that her investigation would lead her to both the family she had always longed for and Ian McAndrick - the love of her life.",https://www.imdb.com/name/nm0003941/?ref_=kw_li_dr_0,David Winning,https://www.imdb.com/name/nm4003706/?ref_=kw_li_st_0,Erin Krakow,https://www.imdb.com/name/nm2473076/?ref_=kw_li_st_1,Niall Matter,https://www.imdb.com/name/nm0005176/?ref_=kw_li_st_2,Wendie Malick,https://www.imdb.com/name/nm0425927/?ref_=kw_li_st_3,P. Lynn Johnson,"1,345"
Godmothered,https://www.imdb.com/title/tt11681250/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),PG,110 min,"Comedy, Drama, Family",6.1,"49        
        Metascore",An unskilled young fairy godmother ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored.,https://www.imdb.com/name/nm0536632/?ref_=kw_li_dr_0,Sharon Maguire,https://www.imdb.com/name/nm0820053/?ref_=kw_li_st_0,June Squibb,https://www.imdb.com/name/nm3255459/?ref_=kw_li_st_1,Jillian Bell,https://www.imdb.com/name/nm0544448/?ref_=kw_li_st_2,Sonia Manzano,https://www.imdb.com/name/nm0121620/?ref_=kw_li_st_3,Carlease Burke,"12,584"
Sister Swap: Christmas in the City,https://www.imdb.com/title/tt6540724/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021 TV Movie),TV-G,84 min,"Comedy, Romance",6.0,,Two sisters and a holiday adventure.,https://www.imdb.com/name/nm0573732/?ref_=kw_li_dr_0,Sean McNamara,https://www.imdb.com/name/nm0930053/?ref_=kw_li_st_0,Ashley Williams,https://www.imdb.com/name/nm0005265/?ref_=kw_li_st_1,Kevin Nealon,https://www.imdb.com/name/nm0732803/?ref_=kw_li_st_2,Keith D. Robinson,https://www.imdb.com/name/nm0931090/?ref_=kw_li_st_3,Kimberly Williams-Paisley,742
Christmas at the Plaza,https://www.imdb.com/title/tt10921042/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),TV-G,84 min,"Drama, Romance",6.5,,An archival historian is hired to create a Christmas display at the Plaza Hotel and is paired with a handsome Christmas decorator to bring it to life.,https://www.imdb.com/name/nm0646987/?ref_=kw_li_dr_0,Ron Oliver,https://www.imdb.com/name/nm4464857/?ref_=kw_li_st_0,Elizabeth Henstridge,https://www.imdb.com/name/nm4518460/?ref_=kw_li_st_1,Ryan Paevey,https://www.imdb.com/name/nm0001117/?ref_=kw_li_st_2,Bruce Davison,https://www.imdb.com/name/nm0240564/?ref_=kw_li_st_3,Julia Duffy,"2,659"
A Christmas to Remember,https://www.imdb.com/title/tt6288876/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=2&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,84 min,"Comedy, Drama, Romance",6.5,,"Following a car accident which leaves her with a bout of amnesia, a celebrity chef gets stranded in a small town over the Christmas season.",https://www.imdb.com/name/nm0915838/?ref_=kw_li_dr_0,David Weaver,https://www.imdb.com/name/nm0000227/?ref_=kw_li_st_0,Mira Sorvino,https://www.imdb.com/name/nm0558950/?ref_=kw_li_st_1,Cameron Mathison,https://www.imdb.com/name/nm6231552/?ref_=kw_li_st_2,Jesse Filkow,https://www.imdb.com/name/nm5397277/?ref_=kw_li_st_3,Bailey Skodje,"2,373"
