movie_title,Title_URL,image_url,movie_url,release_year,certificate,time,genre,stars,Score,description,director_url,director_name,cast_url1,cast1,cast_url2,cast2,cast_url3,cast3,cast_url4,cast4,votes
Christmas on Ice,https://www.imdb.com/title/tt11738870/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-PG,87 min,Romance,6.1,,A former figure skater and a former hockey player work together to void the mayor from closing the local skating rink.,https://www.imdb.com/name/nm0830387/?ref_=kw_li_dr_0,John Stimpson,https://www.imdb.com/name/nm3676950/?ref_=kw_li_st_0,Abigail Klein,https://www.imdb.com/name/nm5536718/?ref_=kw_li_st_1,Ryan Cooper,https://www.imdb.com/name/nm5867111/?ref_=kw_li_st_2,Caroline Portu,https://www.imdb.com/name/nm0528164/?ref_=kw_li_st_3,Will Lyman,870
My Christmas Dream,https://www.imdb.com/title/tt5949946/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,82 min,"Comedy, Romance",6.2,,"An ambitious store manager of a renowned retail flagship store must enlist the help of a struggling, single-father handyman to help her realize her dream of managing the company's first international store.",https://www.imdb.com/name/nm0372138/?ref_=kw_li_dr_0,James Head,https://www.imdb.com/name/nm0005211/?ref_=kw_li_st_0,Danica McKellar,https://www.imdb.com/name/nm0427869/?ref_=kw_li_st_1,David Haydn-Jones,https://www.imdb.com/name/nm7194683/?ref_=kw_li_st_2,Christine Lee,https://www.imdb.com/name/nm0004984/?ref_=kw_li_st_3,Deidre Hall,"1,986"
Jingle Around the Clock,https://www.imdb.com/title/tt9168384/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,90 min,"Comedy, Romance",6.5,,"Elle's plans for Christmas reunion are thwarted by work. In order to get a career-altering promotion she's forced to team up with advertising campaign 'fixer' Max, who has a completely different take on the Holidays.",https://www.imdb.com/name/nm0956484/?ref_=kw_li_dr_0,Paul Ziller,https://www.imdb.com/name/nm0627492/?ref_=kw_li_st_0,Brooke Nevin,https://www.imdb.com/name/nm1746980/?ref_=kw_li_st_1,Michael Cassidy,https://www.imdb.com/name/nm0346885/?ref_=kw_li_st_2,Jeremy Guilbaut,https://www.imdb.com/name/nm2255698/?ref_=kw_li_st_3,Andrea Brooks,"1,394"
A Christmas for the Books,https://www.imdb.com/title/tt8395220/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),,90 min,"Drama, Romance",5.2,,"During a prestigious holiday gala, which is an interview for her dream job, a lifestyle guru must prove that she is a romance expert.",https://www.imdb.com/name/nm1651446/?ref_=kw_li_dr_0,Letia Clouston,https://www.imdb.com/name/nm1466221/?ref_=kw_li_st_0,Chelsea Kane,https://www.imdb.com/name/nm1192060/?ref_=kw_li_st_1,Drew Seeley,https://www.imdb.com/name/nm0174966/?ref_=kw_li_st_2,Chad Connell,https://www.imdb.com/name/nm0107289/?ref_=kw_li_st_3,Gary Brennan,928
A Date by Christmas Eve,https://www.imdb.com/title/tt10799008/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(II) (2019 TV Movie),TV-PG,93 min,"Comedy, Drama, Fantasy",5.8,,"After her brilliant idea for a new dating app is stolen by a workplace rival, Chelsea's fortunes take a turn for the better following a Christmas wish upon a shooting star.",https://www.imdb.com/name/nm3401440/?ref_=kw_li_dr_0,Jake Helgren,https://www.imdb.com/name/nm0501837/?ref_=kw_li_st_0,Vanessa Lengies,https://www.imdb.com/name/nm0930570/?ref_=kw_li_st_1,Evan Williams,https://www.imdb.com/name/nm1349694/?ref_=kw_li_st_2,Katherine Bailess,https://www.imdb.com/name/nm1617837/?ref_=kw_li_st_3,Julie McNiven,526
Christmas Perfection,https://www.imdb.com/title/tt7872704/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,90 min,"Comedy, Drama, Fantasy",5.5,,"Darcy's been striving for the perfect Christmas since childhood and, thanks to a magical figurine, her dream finally comes true.",https://www.imdb.com/name/nm0002413/?ref_=kw_li_dr_0,David Jackson,https://www.imdb.com/name/nm2954288/?ref_=kw_li_st_0,Caitlin Thompson,https://www.imdb.com/name/nm5928403/?ref_=kw_li_st_1,James Henri-Thomas,https://www.imdb.com/name/nm4755426/?ref_=kw_li_st_2,Robbie Silverman,https://www.imdb.com/name/nm4413347/?ref_=kw_li_st_3,Rachel-Mae Brady,878
My Dad's Christmas Date,https://www.imdb.com/title/tt11457736/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),,91 min,Comedy,5.5,,A 16-year-old tries to play matchmaker for her widowed father during Christmastime.,https://www.imdb.com/name/nm0205169/?ref_=kw_li_dr_0,Mick Davis,https://www.imdb.com/name/nm0005315/?ref_=kw_li_st_0,Jeremy Piven,https://www.imdb.com/name/nm9141389/?ref_=kw_li_st_1,Olivia-Mai Barrett,https://www.imdb.com/name/nm11000511/?ref_=kw_li_st_2,Hadar Cats,https://www.imdb.com/name/nm0000613/?ref_=kw_li_st_3,Joely Richardson,"1,773"
A Royal Christmas Ball,https://www.imdb.com/title/tt7605144/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-PG,86 min,"Drama, Romance",4.6,,A bachelor king tries to reconnect with his old college sweetheart.,https://www.imdb.com/name/nm0213983/?ref_=kw_li_dr_0,David DeCoteau,https://www.imdb.com/name/nm0005346/?ref_=kw_li_st_0,Tara Reid,https://www.imdb.com/name/nm0005332/?ref_=kw_li_st_1,Ingo Rademacher,https://www.imdb.com/name/nm2610277/?ref_=kw_li_st_2,Haley Pullos,https://www.imdb.com/name/nm0001245/?ref_=kw_li_st_3,Mira Furlan,909
Deliver by Christmas,https://www.imdb.com/title/tt11847642/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,84 min,"Comedy, Romance",6.7,,"Molly meets Josh, a widower who recently moved to town with his young son. At the same time she is charmed by a mysterious client of her bakery whom she's never met in person. In the end, he was the one and the same man.",https://www.imdb.com/name/nm0409036/?ref_=kw_li_dr_0,Terry Ingram,https://www.imdb.com/name/nm7596733/?ref_=kw_li_st_0,Alvina August,https://www.imdb.com/name/nm0047248/?ref_=kw_li_st_1,Eion Bailey,https://www.imdb.com/name/nm10364880/?ref_=kw_li_st_2,Kesler Talbot,https://www.imdb.com/name/nm2822535/?ref_=kw_li_st_3,Nadeen Lightbody,"1,095"
Entertaining Christmas,https://www.imdb.com/title/tt9028872/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,90 min,"Comedy, Romance",6.1,,Candace has never lived up to her mom's standards. She's sent in her place to plan a Christmas party.,https://www.imdb.com/name/nm0242903/?ref_=kw_li_dr_0,Robin Dunne,https://www.imdb.com/name/nm0842332/?ref_=kw_li_st_0,Jodie Sweetin,https://www.imdb.com/name/nm0270451/?ref_=kw_li_st_1,Brendan Fehr,https://www.imdb.com/name/nm0595576/?ref_=kw_li_st_2,Jane Moffat,https://www.imdb.com/name/nm9969736/?ref_=kw_li_st_3,Ana Araujo,989
Rocky Mountain Christmas,https://www.imdb.com/title/tt7643644/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,90 min,"Family, Fantasy, Romance",6.5,,"After her breakup with a famous tech entrepreneur makes national headlines, Sarah returns to her uncle's ranch to escape the spotlight where she crosses paths with a Hollywood actor who's looking to prepare for an upcoming role.",https://www.imdb.com/name/nm0847749/?ref_=kw_li_dr_0,Tibor Takács,https://www.imdb.com/name/nm1119340/?ref_=kw_li_st_0,Kristoffer Polaha,https://www.imdb.com/name/nm0095751/?ref_=kw_li_st_1,Lindy Booth,https://www.imdb.com/name/nm0001852/?ref_=kw_li_st_2,Treat Williams,https://www.imdb.com/name/nm2901423/?ref_=kw_li_st_3,Chris McNally,"1,623"
Red Snow,https://www.imdb.com/title/tt12059016/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021),,80 min,"Comedy, Horror, Thriller",5.4,"43        
        Metascore",A struggling vampire romance novelist must defend herself against real-life vampires during Christmas in Lake Tahoe.,https://www.imdb.com/name/nm4100716/?ref_=kw_li_dr_0,Sean Nichols Lynch,https://www.imdb.com/name/nm5022306/?ref_=kw_li_st_0,Dennice Cisneros,https://www.imdb.com/name/nm5579681/?ref_=kw_li_st_1,Nico Bellamy,https://www.imdb.com/name/nm5149188/?ref_=kw_li_st_2,Laura Kennon,https://www.imdb.com/name/nm0920460/?ref_=kw_li_st_3,Vernon Wells,"1,777"
Christmas Cupcakes,https://www.imdb.com/title/tt7736656/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),,88 min,"Comedy, Drama",5.8,,"With their family bakery facing foreclosure, two sisters must team-up to try and save it by entering a TV baking competition.",https://www.imdb.com/name/nm2576729/?ref_=kw_li_dr_0,Dylan Pearce,https://www.imdb.com/name/nm1223545/?ref_=kw_li_st_0,Cindy Busby,https://www.imdb.com/name/nm1172442/?ref_=kw_li_st_1,Erin Karpluk,https://www.imdb.com/name/nm3412848/?ref_=kw_li_st_2,Corey Loranger,https://www.imdb.com/name/nm0147661/?ref_=kw_li_st_3,Fulvio Cecere,609
Wrapped Up in Christmas,https://www.imdb.com/title/tt7605066/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-PG,90 min,"Comedy, Drama, Romance",6.0,,A mall manager is tasked with cancelling the leases of underperforming stores at Christmas. She soon discovers that she's falling for a store owner's nephew as he helps his aunt try to get through the holidays.,https://www.imdb.com/name/nm0838289/?ref_=kw_li_dr_0,Peter Sullivan,https://www.imdb.com/name/nm0004700/?ref_=kw_li_st_0,Tatyana Ali,https://www.imdb.com/name/nm0270451/?ref_=kw_li_st_1,Brendan Fehr,https://www.imdb.com/name/nm0004917/?ref_=kw_li_st_2,Kim Fields,https://www.imdb.com/name/nm0681882/?ref_=kw_li_st_3,Cindy Pickett,799
Every Day Is Christmas,https://www.imdb.com/title/tt9102152/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,85 min,"Drama, Fantasy, Romance",5.9,,"Ruthless businesswoman Alexis is visited by her deceased mother in a reimagining of ""A Christmas Carol"".",https://www.imdb.com/name/nm0915838/?ref_=kw_li_dr_0,David Weaver,https://www.imdb.com/name/nm0004772/?ref_=kw_li_st_0,Toni Braxton,https://www.imdb.com/name/nm0005349/?ref_=kw_li_st_1,Gloria Reuben,https://www.imdb.com/name/nm0925220/?ref_=kw_li_st_2,Michael Jai White,https://www.imdb.com/name/nm0014803/?ref_=kw_li_st_3,Andrew Airlie,485
Christmas Festival of Ice,https://www.imdb.com/title/tt7038632/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,84 min,Romance,5.9,,"Emma is determined to keep her hometown's Christmas ice-sculpting contest going. She enlists sponsors and artists, but Nick, the town's ace artisan, isn't interested in competing until he sees what Emma has accomplished.",https://www.imdb.com/name/nm0909568/?ref_=kw_li_dr_0,Bradley Walsh,https://www.imdb.com/name/nm1543157/?ref_=kw_li_st_0,Taylor Cole,https://www.imdb.com/name/nm1575378/?ref_=kw_li_st_1,Damon Runyan,https://www.imdb.com/name/nm0187724/?ref_=kw_li_st_2,Wendy Crewson,https://www.imdb.com/name/nm0926439/?ref_=kw_li_st_3,Jonathan Whittaker,"1,162"
Christmas on the Range,https://www.imdb.com/title/tt10808294/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019),TV-G,90 min,"Romance, Western",6.2,,Kendall's one holiday wish is to keep the family ranch solvent. Her rival's charming son offers help-and maybe more-but can he be trusted?,https://www.imdb.com/name/nm1088868/?ref_=kw_li_dr_0,Gary Wheeler,https://www.imdb.com/name/nm0128657/?ref_=kw_li_st_0,Erin Cahill,https://www.imdb.com/name/nm0327764/?ref_=kw_li_st_1,Nicholas Gonzalez,https://www.imdb.com/name/nm0553436/?ref_=kw_li_st_2,A Martinez,https://www.imdb.com/name/nm0905993/?ref_=kw_li_st_3,Lindsay Wagner,519
Christmas in the Air,https://www.imdb.com/title/tt6605352/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,84 min,"Comedy, Romance",6.2,,"Struggling with his work-life balance, a widowed father-of-two enlists the help of a professional organizer for the holiday season.",https://www.imdb.com/name/nm0939869/?ref_=kw_li_dr_0,Martin Wood,https://www.imdb.com/name/nm0004738/?ref_=kw_li_st_0,Catherine Bell,https://www.imdb.com/name/nm0167086/?ref_=kw_li_st_1,Eric Close,https://www.imdb.com/name/nm0871993/?ref_=kw_li_st_2,Ken Tremblett,https://www.imdb.com/name/nm0829121/?ref_=kw_li_st_3,Malcolm Stewart,"1,240"
Cupid for Christmas,https://www.imdb.com/title/tt11877948/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021),PG,87 min,"Comedy, Fantasy, Romance",5.5,,"Hoping to land a promotion and become the new Cupid, his hapless apprentice, Ruby, is tasked with finding the perfect match for their most hopeless case yet.",https://www.imdb.com/name/nm0915814/?ref_=kw_li_dr_0,Blayne Weaver,https://www.imdb.com/name/nm5752523/?ref_=kw_li_st_0,Melanie Stone,https://www.imdb.com/name/nm1408453/?ref_=kw_li_st_1,Ryan Carnes,https://www.imdb.com/name/nm4834434/?ref_=kw_li_st_2,Natasha Behnam,https://www.imdb.com/name/nm2072060/?ref_=kw_li_st_3,Cocoa Brown,176
A Sugar & Spice Holiday,https://www.imdb.com/title/tt13147954/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,84 min,"Comedy, Drama, Romance",6.4,,"A rising young architect, Suzy, returns to her hometown in Maine for Christmas and finds herself competing in the local gingerbread bake-off alongside an old high school classmate, Billy, while also trying to win a big promotion at work.",https://www.imdb.com/name/nm2448824/?ref_=kw_li_dr_0,Jennifer Liao,https://www.imdb.com/name/nm4527172/?ref_=kw_li_st_0,Jacky Lai,https://www.imdb.com/name/nm5292130/?ref_=kw_li_st_1,Tony Giroux,https://www.imdb.com/name/nm6440595/?ref_=kw_li_st_2,Lillian Lim,https://www.imdb.com/name/nm0002245/?ref_=kw_li_st_3,Tzi Ma,472
Jingle Belle,https://www.imdb.com/title/tt9058902/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,86 min,"Drama, Music, Romance",5.9,,A successful jingle writer is cajoled into returning to her hometown to write a song for the 50th anniversary of the annual Christmas Eve concert.,https://www.imdb.com/name/nm0838289/?ref_=kw_li_dr_0,Peter Sullivan,https://www.imdb.com/name/nm0004700/?ref_=kw_li_st_0,Tatyana Ali,https://www.imdb.com/name/nm2889826/?ref_=kw_li_st_1,Cornelius Smith Jr.,https://www.imdb.com/name/nm0222643/?ref_=kw_li_st_2,Loretta Devine,https://www.imdb.com/name/nm0700443/?ref_=kw_li_st_3,Keshia Knight Pulliam,530
Just Another Christmas,https://www.imdb.com/title/tt13354204/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),,100 min,"Comedy, Drama",6.7,,"Stuck in a time loop where it's forever Christmas, a family man who hates the holiday starts to learn valuable lessons about what's important in life.",https://www.imdb.com/name/nm0764367/?ref_=kw_li_dr_0,Roberto Santucci,https://www.imdb.com/name/nm8253252/?ref_=kw_li_st_0,Arianne Botelho,https://www.imdb.com/name/nm8517409/?ref_=kw_li_st_1,Kevin Andrew Rivera,https://www.imdb.com/name/nm11542160/?ref_=kw_li_st_2,Neto Cajado,https://www.imdb.com/name/nm0136665/?ref_=kw_li_st_3,Louise Cardoso,"4,599"
The Trouble with Mistletoe,https://www.imdb.com/title/tt7488036/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017),,111 min,"Comedy, Drama, Romance",6.2,,"When San Francisco pet shop owner Willa Davis encounters the man who stood her up in high school, she fights both her head and her heart when she starts falling for him all over again ten years later.",https://www.imdb.com/name/nm2382037/?ref_=kw_li_dr_0,Ashley Avis,https://www.imdb.com/name/nm1560493/?ref_=kw_li_st_0,Rachel Melvin,https://www.imdb.com/name/nm3891176/?ref_=kw_li_st_1,Thomas Beaudoin,https://www.imdb.com/name/nm6795917/?ref_=kw_li_st_2,Alexandra Weaver,https://www.imdb.com/name/nm4114443/?ref_=kw_li_st_3,Annie Thurman,805
Last Vermont Christmas,https://www.imdb.com/title/tt8420670/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,76 min,"Drama, Family, Romance",5.8,,The Marvin sisters gather for what may be their last Christmas at their childhood home.,https://www.imdb.com/name/nm0002413/?ref_=kw_li_dr_0,David Jackson,https://www.imdb.com/name/nm0128657/?ref_=kw_li_st_0,Erin Cahill,https://www.imdb.com/name/nm1472010/?ref_=kw_li_st_1,Justin Bruening,https://www.imdb.com/name/nm3313554/?ref_=kw_li_st_2,Catherine Corcoran,https://www.imdb.com/name/nm7272844/?ref_=kw_li_st_3,Alan Pontes,"1,004"
The Engagement Clause,https://www.imdb.com/title/tt5073652/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-PG,87 min,"Comedy, Romance",5.5,,A high-level executive must find herself a husband before Christmas in order to inherit a fortune.,https://www.imdb.com/name/nm1651446/?ref_=kw_li_dr_0,Letia Clouston,https://www.imdb.com/name/nm2860033/?ref_=kw_li_st_0,Jes Macallan,https://www.imdb.com/name/nm0572268/?ref_=kw_li_st_1,Coby Ryan McLaughlin,https://www.imdb.com/name/nm1763049/?ref_=kw_li_st_2,April Bowlby,https://www.imdb.com/name/nm0248698/?ref_=kw_li_st_3,James Eckhouse,"1,222"
Lost at Christmas,https://www.imdb.com/title/tt9144004/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(I) (2020),,100 min,"Comedy, Drama, Romance",5.0,,Two down-on-their-luck strangers come together to try and get home for Christmas.,https://www.imdb.com/name/nm2480830/?ref_=kw_li_dr_0,Ryan Hendrick,https://www.imdb.com/name/nm2757912/?ref_=kw_li_st_0,Natalie Clark,https://www.imdb.com/name/nm3864592/?ref_=kw_li_st_1,Kenny Boyle,https://www.imdb.com/name/nm0566809/?ref_=kw_li_st_2,Sylvester McCoy,https://www.imdb.com/name/nm0342931/?ref_=kw_li_st_3,Clare Grogan,487
My Sweet Holiday,https://www.imdb.com/title/tt12953542/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),,84 min,"Drama, Romance",5.4,,"Sadie returns home for Christmas after her boyfriend cancels their Holiday plans, only to find out her parents have sold the family business. Begrudgingly Sadie agrees to teach the new ...                See full summary »",https://www.imdb.com/name/nm3719393/?ref_=kw_li_dr_0,Sandra L. Martin,https://www.imdb.com/name/nm5945073/?ref_=kw_li_st_0,Malone Thomas,https://www.imdb.com/name/nm3600327/?ref_=kw_li_st_1,Jason Burkey,https://www.imdb.com/name/nm10900185/?ref_=kw_li_st_2,Remi Hilson,https://www.imdb.com/name/nm1591546/?ref_=kw_li_st_3,George Cron,498
Christmas in Paris,https://www.imdb.com/title/tt9347106/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),G,90 min,"Drama, Romance",5.3,,"Lucas, a wealthy French entrepreneur, heads to Montana for a very attractive business proposal. When there he meets Robin, falls in love, and whisks her away to Paris on a whirlwind ...                See full summary »",https://www.imdb.com/name/nm3452373/?ref_=kw_li_dr_0,Justin G. Dyck,https://www.imdb.com/name/nm4653974/?ref_=kw_li_st_0,Rebecca Dalton,https://www.imdb.com/name/nm2076652/?ref_=kw_li_st_1,Karl E. Landler,https://www.imdb.com/name/nm0001879/?ref_=kw_li_st_2,Daphne Zuniga,https://www.imdb.com/name/nm0413263/?ref_=kw_li_st_3,Andrew Jackson,448
Christmas on the Vine,https://www.imdb.com/title/tt11828420/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-PG,87 min,"Drama, Romance",6.1,,A young marketing executive is assigned to help a struggling family-owned winery in a town that has lost its Christmas spirit due to a large wine conglomerate.,https://www.imdb.com/name/nm0442237/?ref_=kw_li_dr_0,Paul A. Kaufman,https://www.imdb.com/name/nm1566474/?ref_=kw_li_st_0,Julianna Guill,https://www.imdb.com/name/nm2295100/?ref_=kw_li_st_1,Jon Cor,https://www.imdb.com/name/nm0000880/?ref_=kw_li_st_2,Meredith Baxter,https://www.imdb.com/name/nm0186322/?ref_=kw_li_st_3,Chilton Crane,528
12 Days of Giving,https://www.imdb.com/title/tt6303962/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,85 min,"Comedy, Drama, Family",6.0,,"After winning a $50,000 prize, a man decides to pay things forward by buying Christmas gifts for strangers under the pseudonym, Lucky the Elf.",https://www.imdb.com/name/nm0175768/?ref_=kw_li_dr_0,Christine Conradt,https://www.imdb.com/name/nm0427521/?ref_=kw_li_st_0,Ashley Jones,https://www.imdb.com/name/nm2437382/?ref_=kw_li_st_1,David Blue,https://www.imdb.com/name/nm8752373/?ref_=kw_li_st_2,Jax Connolly,https://www.imdb.com/name/nm1159215/?ref_=kw_li_st_3,Preston James Hillier,943
The Christmas Project,https://www.imdb.com/title/tt5271120/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=5&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016),TV-PG,92 min,"Comedy, Family",5.5,,"A writer looks back on his memorable 1986 Christmas, dealing with brothers, bullies, first love, pregnancy and family ""elving.""",https://www.imdb.com/name/nm2147659/?ref_=kw_li_dr_0,Michael Buster,https://www.imdb.com/name/nm5752521/?ref_=kw_li_st_0,Jacob Buster,https://www.imdb.com/name/nm4803152/?ref_=kw_li_st_1,Anson Bagley,https://www.imdb.com/name/nm7444716/?ref_=kw_li_st_2,Josh Reid,https://www.imdb.com/name/nm5209523/?ref_=kw_li_st_3,Cooper Johnson,495
